t_rel_s,cam_age_s,imu_age_s,cam_minus_imu_stamp_s
0.203606276,0.173857338,0.17549925000000002,0.0016419120000000001
0.407673088,0.24265201300000003,0.243108503,0.00045649000000000004
0.5750667190000001,0.41004564400000004,0.410502134,0.00045649000000000004
0.661774437,0.258023198,0.25541187400000004,-0.0026113240000000004
0.7052801980000001,0.125162721,0.12440951600000001,-0.0007532050000000001
0.8698598510000001,0.289742374,0.28898916900000005,-0.0007532050000000001
0.9008741880000001,0.19780783100000002,0.19791628800000002,0.00010845700000000001
1.1369934000000002,0.433927043,0.4340355,0.00010845700000000001
1.303880599,0.415634384,0.41620124900000005,0.0005668650000000001
1.4188713080000002,0.27300597400000004,0.27316442900000004,0.000158455
1.621987641,0.28969937,0.28945074600000004,-0.000248624
1.71124169,0.240243804,0.241716328,0.001472524
1.8653404070000001,0.394342521,0.39581504500000003,0.001472524
1.9249521770000002,0.21887857700000002,0.21909687500000002,0.00021829800000000002
2.0222940140000003,0.316220414,0.316438712,0.00021829800000000002
2.193211008,0.271274715,0.26986023600000003,-0.0014144790000000002
2.248429744,0.20646481900000002,0.20657781800000002,0.00011299900000000001
2.3260161000000004,0.28405117500000004,0.284164174,0.00011299900000000001
2.4494297240000003,0.204901739,0.205197926,0.000296187
2.516668401,0.272140416,0.272436603,0.000296187
2.628426223,0.183054763,0.183271444,0.000216681
2.7395327800000002,0.20827541400000002,0.20740079900000002,-0.000874615
2.804177129,0.27291976300000004,0.272045148,-0.000874615
2.909072902,0.17153480200000001,0.171280766,-0.000254036
3.0489369930000003,0.222731963,0.22163291200000002,-0.001099051
3.128170845,0.187104463,0.185717448,-0.0013870150000000001
3.207090903,0.266024521,0.264637506,-0.0013870150000000001
3.432377112,0.220645533,0.221105819,0.000460286
3.540380695,0.328649116,0.329109402,0.000460286
3.609787776,0.181352427,0.18163585200000001,0.000283425
3.701446846,0.153950957,0.15305615,-0.0008948070000000001
3.817225187,0.116431138,0.116215539,-0.00021559900000000002
3.9027615700000005,0.201967521,0.201751922,-0.00021559900000000002
4.0262711950000005,0.211111018,0.20865269700000003,-0.0024583210000000003
4.154375330000001,0.33921515300000005,0.336756832,-0.0024583210000000003
4.217769829,0.19620417,0.19640526900000002,0.00020109900000000002
4.3135233710000005,0.29195771200000004,0.292158811,0.00020109900000000002
4.402178098,0.207141619,0.205217741,-0.0019238780000000002
4.509253449,0.193811429,0.194182147,0.000370718
4.605876916000001,0.198034219,0.19856526600000002,0.000531047
4.708103256,0.133751948,0.132023582,-0.001728366
4.88232637,0.212895401,0.212497914,-0.000397487
4.973111229000001,0.30368026000000004,0.303282773,-0.000397487
5.006778515000001,0.337347546,0.336950059,-0.000397487
5.127443405,0.24850595400000003,0.245644674,-0.0028612800000000003
5.2193878510000005,0.199306065,0.19958745,0.00028138500000000004
5.328146533,0.19574944400000002,0.19593058100000002,0.00018113700000000002
5.44782802,0.22503708900000002,0.22560016100000002,0.0005630720000000001
5.515682900000001,0.169808561,0.168992958,-0.000815603
5.642772242,0.1514588,0.151706472,0.000247672
5.767092052000001,0.173254504,0.17364195100000002,0.000387447
5.819926561,0.124679226,0.12364793700000001,-0.0010312890000000001
5.961324898,0.266077563,0.265046274,-0.0010312890000000001
6.803563788000001,1.0134949260000001,1.013628798,0.000133872
6.921083315000001,0.129893537,0.13022811,0.000334573
7.0274748250000005,0.23628504700000003,0.23661962,0.000334573
7.196535216,0.30814878900000003,0.306490048,-0.001658741
7.321443477000001,0.290871847,0.29101052,0.00013867300000000002
7.427482318,0.396910688,0.39704936100000005,0.00013867300000000002
7.509891369000001,0.19101289700000001,0.19121579600000002,0.000202899
8.006299471,0.6874209990000001,0.687623898,0.000202899
8.174254691,0.7103354340000001,0.7105536090000001,0.000218175
8.456345934,0.411269341,0.41151995700000005,0.000250616
8.736484458000001,0.6914078650000001,0.691658481,0.000250616
8.801808486,0.351099417,0.34682532600000004,-0.004274091000000001
8.929706302000001,0.478997233,0.47472314200000004,-0.004274091000000001
9.005991844,0.246421734,0.24687513200000002,0.00045339800000000004
9.344871491000001,0.41195985100000004,0.41210533400000005,0.00014548300000000002
9.405442513,0.472530873,0.472676356,0.00014548300000000002
9.562511686,0.6296000460000001,0.629745529,0.00014548300000000002
9.604842283,0.266723567,0.26204772800000004,-0.004675839
9.714259488,0.376140772,0.371464933,-0.004675839
9.939406667,0.33709409900000004,0.33741205900000004,0.00031796
10.003119712,0.400807144,0.401125104,0.00031796
10.109395667000001,0.17665107100000002,0.172688435,-0.003962636
10.301075619,0.27424848100000004,0.274385453,0.00013697200000000002
10.408285825,0.10282450300000001,0.103149742,0.000325239
10.603717557000001,0.29825623500000004,0.298581474,0.000325239
10.781388960000001,0.37485413700000003,0.37376192900000005,-0.0010922080000000001
10.966268424,0.34694088300000003,0.34578840800000005,-0.001152475
11.105256177000001,0.485928636,0.48477616100000004,-0.001152475
11.211095400000001,0.24914559600000002,0.24960432800000001,0.00045873200000000005
11.399010958,0.27516065,0.275348811,0.000188161
11.420888758,0.29703845,0.29722661100000003,0.000188161
11.54976171,0.42591140200000005,0.426099563,0.000188161
11.602229417,0.208960689,0.20550602,-0.003454669
12.015231287,0.456519545,0.455968478,-0.000551067
12.247400672000001,0.6886889300000001,0.688137863,-0.000551067
12.476284562,0.46919547,0.463113023,-0.006082447
12.635716415000001,0.628627323,0.6225448760000001,-0.006082447
12.861467056,0.39157345600000004,0.392421303,0.0008478470000000001
12.93792962,0.24085730900000002,0.24106204900000003,0.00020474000000000002
13.09521216,0.39813984900000005,0.398344589,0.00020474000000000002
13.130230207,0.195535075,0.195736615,0.00020154000000000003
13.220482359,0.28578722700000003,0.28598876700000003,0.00020154000000000003
13.329524232,0.200231142,0.20044645600000002,0.000215314
13.443971063000001,0.20717331900000002,0.20652140400000002,-0.0006519150000000001
13.529428334,0.192670266,0.192823135,0.000152869
13.775537408000002,0.43877934,0.438932209,0.000152869
13.834239519,0.359501777,0.359219463,-0.00028231400000000003
14.271940807,0.797203065,0.796920751,-0.00028231400000000003
14.301408833000002,0.468501698,0.46870859400000003,0.000206896
14.455278619000001,0.16628921500000002,0.166493636,0.000204421
14.596168061,0.307178657,0.30738307800000003,0.000204421
14.659714315,0.20759005500000002,0.20575488700000003,-0.001835168
14.701577305,0.249453045,0.24761787700000001,-0.001835168
14.887349033000001,0.435224773,0.433389605,-0.001835168
14.910487952,0.252182499,0.252393066,0.00021056700000000002
15.055315423000001,0.39700997000000005,0.39722053700000004,0.00021056700000000002
15.138380647000002,0.229186306,0.22936445300000002,0.000178147
15.207705278,0.29851093700000003,0.298689084,0.000178147
15.335496756000001,0.42630241500000005,0.426480562,0.000178147
15.402903187000001,0.267871849,0.268178238,0.000306389
15.591792471000002,0.45676113300000004,0.457067522,0.000306389
15.746379507,0.346548948,0.345146879,-0.0014020690000000001
15.938734146000002,0.5389035870000001,0.537501518,-0.0014020690000000001
16.025640888,0.28303427000000003,0.283255252,0.00022098200000000002
16.115609874,0.373003256,0.37322423800000004,0.00022098200000000002
16.379033049,0.35703782300000003,0.355112058,-0.001925765
16.416192913,0.29567844000000004,0.29586914400000003,0.000190704
16.782518119000002,0.388463673,0.389451643,0.0009879700000000001
16.836692782,0.442638336,0.443626306,0.0009879700000000001
16.918842125,0.524787679,0.5257756490000001,0.0009879700000000001
17.021671737000002,0.246002041,0.24637796,0.000375919
17.248447411,0.30877838300000005,0.30931198600000004,0.000533603
17.466651082000002,0.526982054,0.527515657,0.000533603
17.621371503000002,0.37660524500000003,0.37461118000000004,-0.001994065
17.742872072,0.261383794,0.26160384000000003,0.000220046
17.845449877,0.195489501,0.195693726,0.00020422500000000002
17.999595237,0.349634861,0.349839086,0.00020422500000000002
18.1396367,0.48967632400000005,0.48988054900000005,0.00020422500000000002
18.236700429000003,0.39563373700000004,0.395845902,0.00021216500000000003
18.343082971,0.202466535,0.203806076,0.001339541
18.447627604,0.18132583400000002,0.18145723500000002,0.000131401
18.535829868,0.184398104,0.184549663,0.000151559
